id,nombre,pais,Theme,Trama
ar_06,La Luz Mala,Argentina,Culpa,"1. La Luz Mala, guiada por la culpa, busca a un sacerdote para recibir la sepultura cristiana que le fue negada.

2. La Luz Mala encuentra a una persona en peligro y, en un acto de redención, la salva, esperando así encontrar paz para su alma en pena."
ar_06,La Luz Mala,Argentina,Presión social,"1. La Luz Mala se enfrenta a un pueblo que, en lugar de temerla, la venera como una deidad. La luz debe decidir si mantiene su naturaleza malévola o se redime ante la fe de la gente.

2. Un fotógrafo intrépido intenta capturar a la Luz Mala en una imagen, pero al hacerlo, libera una maldición que hace que la luz lo persiga, tratando de arrastrarlo al más allá."
ar_07,Nahuelito,Argentina,Progreso,"1. Nahuelito, guardián del lago: La criatura protege a los habitantes locales de una amenaza ancestral, un espíritu maligno que surge del lago cada siglo. Su existencia es la clave para la paz en la región.

2. El misterio de la isla: Nahuelito descubre un antiguo templo sumergido en una isla del lago. La estructura alberga un secreto que podría cambiar el curso de la historia, pero también despierta la codicia de aquellos que buscan poder."
ar_07,Nahuelito,Argentina,Lealtad,"1. Nahuelito, guardián de un antiguo tesoro escondido por los pueblos originarios, se enfrenta a un grupo de aventureros codiciosos que buscan robarlo.

2. La lealtad de Nahuelito se pone a prueba cuando un pueblo cercano es amenazado por una fuerza oscura. Debe decidir entre permanecer oculto o usar sus poderes para ayudar."
ar_08,La Dama de la Vela,Argentina,Confianza,"1. La Dama de la Vela es llamada por una joven desesperada que enfrenta un matrimonio forzado en Buenos Aires. La aparición le otorga un objeto mágico para romper la maldición que asola a su familia.

2. La Dama de la Vela, en una noche tormentosa, se manifiesta ante un viudo atormentado por la culpa. Le revela la verdad detrás de la muerte de su amada, involucrando a un antiguo amante vengativo."
ar_08,La Dama de la Vela,Argentina,Celos,"1. La Dama de la Vela es invocada por un hechicero para vengarse de su ex amante. Al descubrir que su amado la engañaba, la Dama, consumida por los celos, utiliza su vela para quemar su casa y a todos los que estaban dentro.

2. La Dama de la Vela es testigo de un crimen pasional en Buenos Aires. Un hombre, celoso de su esposa, la apuñala en un ataque de ira. La Dama, con su vela encendida, guía a la policía hacia el asesino, asegurando que se haga justicia."
ar_09,El Pombero,Argentina,Arrepentimiento,"1. El Pombero, protector de la naturaleza, se enfrenta a un poderoso hechicero que busca destruir los bosques. Con su habilidad para manipular las plantas, lucha contra la magia oscura, salvando a los niños y animales inocentes.

2. El Pombero, enojado por el daño causado al medio ambiente, decide enseñar una lección a aquellos que contaminan. Usa sus poderes para crear ilusiones aterradoras, haciendo que los culpables enfrenten sus miedos y comprendan el valor de la naturaleza."
ar_09,El Pombero,Argentina,Honestidad,"1. El Pombero, protector de la naturaleza, se enfrenta a un poderoso hechicero que busca destruir los bosques para obtener ganancias personales. Con su habilidad para controlar la vegetación, el Pombero debe encontrar una manera de derrotar al hechicero y restaurar el equilibrio natural.

2. El Pombero descubre un plan de un grupo de niños locales para talar un árbol sagrado en el bosque como parte de una broma. Debe decidir cómo enseñarles una lección sin herirlos y hacerles comprender la importancia de respetar la naturaleza."
ar_10,El Familiar,Argentina,Compañerismo,"1. Un hombre tucumano se encuentra con un Familiar, quien le ofrece un pacto: su alma a cambio de riquezas. El hombre acepta, pero pronto descubre que su nueva fortuna está manchada de sangre y sufrimiento.

2. En Salta, una mujer es acusada de brujería y de invocar a un Familiar para controlar a los hombres del pueblo. Pero ella es inocente y debe descubrir la verdad detrás de estas acusaciones antes de que sea demasiado tarde."
ar_10,El Familiar,Argentina,Depresión,"1. Un Familiar, en busca de redención por sus actos pasados, protege a un joven trabajador de la explotación y la opresión en los cañaverales.

2. El Familiar, una vez un perro normal, es transformado en una criatura legendaria por un diabólico capataz, que busca así controlar a los trabajadores. Un curandero local intenta detenerlo."
ar_11,La Leyenda de la Nativa Mariana,Argentina,Conservación,"1. Mariana, guardiana de un secreto ancestral: Descubre una cueva mágica, fuente de su oro y sabiduría ancestral.

2. La maldición de Mariana: Su oro es una maldición ancestral que trae desgracia a quien lo posee. La única forma de romper la maldición es devolviendo las piedras a su lugar de origen."
ar_11,La Leyenda de la Nativa Mariana,Argentina,Pasión,"1. Mariana, poseedora de un don sobrenatural, atrae a los españoles con sus piedras de oro, pero en realidad, las extrae de las almas de los caídos en batalla.

2. La indígena Mariana, al ser interrogada, revela un secreto: las piedras son regalos de una deidad ancestral a cambio de favores oscuros."
ar_12,El Curupí,Argentina,Maternidad,"1. El Curupí, protector de la naturaleza, descubre una conspiración para talar los bosques argentinos. Lucha contra los taladores y usa sus poderes para proteger su amado hogar.

2. El travieso Curupí encuentra una pareja humana que espera un bebé. Celoso de la atención que recibe el futuro niño, decide secuestrarlo y reemplazarlo por un bebé duende."
ar_12,El Curupí,Argentina,Vanidad,"1. El Curupí, celoso de la belleza humana, decide crear una poción mágica a partir de las hierbas más raras de la selva. Quien la beba se transformará en una criatura fea y deforme.

2. El Curupí, protector de la naturaleza, castiga a quienes dañan su hábitat con una maldición: su belleza se desvanecerá lentamente hasta que aprendan a respetar el mundo natural."
ar_13,La Tunda,Argentina,Riqueza,"1. La Tunda, en su forma monstruosa, aterroriza a los viajeros ricos que pasan por el bosque, robándoles sus pertenencias y dejándolos varados, perdidos y asustados.
2. La Tunda adopta la forma de un niño rico y atrae a otros niños ricos a su guarida en el bosque, donde les enseña a apreciar la simplicidad y la naturaleza, liberándolos de su avaricia."
ar_13,La Tunda,Argentina,Amor prohibido,"1. Un joven se enamora de La Tunda, pero su amor está prohibido. Ella lo atrae a su guarida con su belleza y lo mantiene cautivo, pero él descubre su verdadera identidad y escapa.
2. La Tunda, en su forma humana, seduce a un viajero solitario y lo lleva a un claro del bosque. A punto de devorarlo, descubre que es su verdadero amor y huyen juntos."
bo_01,El Ekeko,Bolivia,Soledad,"1. El Ekeko, en su eterna soledad, anhela compañía y decide aventurarse más allá de las fronteras de Bolivia. En su viaje, descubre que su poder para traer abundancia y fortuna se ha multiplicado, atrayendo amigos y seguidores donde quiera que vaya.

2. El dios de la prosperidad observa una estrella fugaz y desea un compañero. Al instante, aparece un pequeño zorro andino a su lado, convirtiéndose en su fiel amigo y compañero de aventuras, juntos traen suerte y alegría a los solitarios corazones de los viajeros."
bo_01,El Ekeko,Bolivia,Vicios,"1. El Ekeko, dios de la abundancia, se enfrenta a un desafío: una misteriosa enfermedad azota a los habitantes. Él descubre que la cura son hierbas mágicas, pero debe aventurarse en la peligrosa selva para encontrarlas. 

2. El Ekeko es secuestrado por un poderoso brujo que busca controlar su poder. Los habitantes, al darse cuenta de su ausencia, deben embarcarse en una peligrosa misión para rescatarlo y restaurar la prosperidad en su tierra."
bo_02,La Llorona,Bolivia,Sueño americano,"1. La Llorona, en su eterno lamento, se encuentra con un grupo de migrantes que buscan el sueño americano. Al escuchar sus historias de esperanza y determinación, decide guiarlos a través de la peligrosa travesía, protegiéndolos de los peligros que acechan en el camino.

2. La Llorona, atrapada entre dos mundos, descubre un pasaje secreto en el corazón del Altiplano boliviano que conduce a un reino mágico. Allí, encuentra una antigua profecía que habla de un héroe que traerá equilibrio a ambos mundos, y se embarca en una misión para encontrar a ese héroe y cumplir su destino."
bo_02,La Llorona,Bolivia,Sueños,"1. La Llorona, en su desesperación, busca consuelo en los sueños, donde encuentra un mundo onírico que le permite revivir momentos felices con sus hijos.

2. La Llorona descubre que puede influir en los sueños de los vivos, y utiliza esta habilidad para advertir a las madres de Bolivia sobre los peligros que acechan a sus hijos."
bo_03,El Tío del Cerro Rico,Bolivia,Caos y orden,"1. El Tío del Cerro Rico, protector de los mineros, debe enfrentar una antigua deidad del caos que amenaza con destruir el orden en Potosí.

2. Un minero valiente desafía la ira del Tío al descubrir un secreto oscuro en las profundidades de la mina, pero su valentía puede traer consecuencias terribles."
bo_03,El Tío del Cerro Rico,Bolivia,Coraje,"1. El Tío del Cerro Rico se enfrenta a un poderoso demonio que amenaza con destruir la mina y a sus trabajadores. Con su coraje, logra vencerlo y proteger a su gente.
2. El Tío se embarca en una peligrosa misión para rescatar a un grupo de mineros atrapados en lo más profundo de la mina. Su valentía y determinación lo llevan a enfrentarse a terribles peligros."
bo_04,La Sayona,Bolivia,Codicia,"1. La Sayona, en su afán por proteger a las mujeres de la infidelidad masculina, se enfrenta a un poderoso hechicero que controla las mentes de los hombres, obligándolos a ser infieles. 

2. La Sayona descubre que un turbio político utiliza su influencia para engañar y manipular a las mujeres, aprovechándose de su vulnerabilidad. Decidida a detenerlo, La Sayona trama su venganza."
bo_04,La Sayona,Bolivia,Decepción,"1. Un joven se adentra en la selva boliviana en busca de una flor legendaria que cura cualquier enfermedad. Descubre un claro donde crece la flor, pero también encuentra a La Sayona, quien custodia la flor y desafía al joven a una prueba de fidelidad antes de permitirle tomarla.

2. La Sayona, en su vida anterior como mujer mortal, había sido una curandera poderosa. Tras su traición y muerte, su espíritu regresa a la selva en busca de venganza, pero también para proteger a las mujeres engañadas. Utiliza sus poderes para curar a las mujeres heridas por la infidel"
bo_05,El Jichi,Bolivia,Hipocresía,"1. El Jichi, guardián de las aguas, castiga a un pescador codicioso que no respeta sus dominios, enviando una maldición que convierte al hombre en una criatura acuática, condenándolo a proteger el río por la eternidad.

2. Una joven, ignorante de la leyenda, arroja basura al río. El Jichi, ofendido, le enseña una lección transformándola en una criatura acuática y obligándola a limpiar el río como penitencia."
bo_05,El Jichi,Bolivia,Conspiración,"1. El Jichi, enfurecido por la contaminación de su río, toma la forma de una serpiente gigante y ataca a quienes arrojan desechos, pero un valiente joven busca su ayuda para curar a su pueblo de una extraña enfermedad.
2. Un pescador respetuoso y su familia son bendecidos por el Jichi con abundante pesca y buena salud, pero la envidia de otros provoca que intenten robar su suerte, enfrentándose a la ira del genio protector."
bo_06,El Kari Kari,Bolivia,Materialismo,"1. El Kari Kari, en su sed de grasa, se encuentra con un viajero solitario que porta un amuleto poderoso, capaz de repeler su influencia maligna. El protagonista, en su desesperación, intenta forjar una alianza con el viajero para obtener el amuleto.

2. La grasa extraída por el Kari Kari es descubierta por un joven chamán, que reconoce su potencial mágico. El chamán busca controlar y manipular al Kari Kari para aprovechar su habilidad única para sus propios fines oscuros."
bo_06,El Kari Kari,Bolivia,Madurez,"1. El joven Juan, en un viaje a la selva boliviana, se encuentra con un Kari Kari, quien le extrae su grasa. Juan, decidido a recuperar su grasa, se adentra en la magia oscura y forja un pacto con un espíritu ancestral para convertirse en un ser inmortal y vengarse.

2. María, una curandera, es secuestrada por un Kari Kari que busca utilizar su grasa para rituales prohibidos. Durante su cautiverio, María descubre los secretos oscuros del Kari Kari y planea usar su conocimiento de hierbas sagradas para escapar y derrotar a su captor"
bo_07,Chiru Chiru,Bolivia,Maternidad,"1. Chiru Chiru, en una de sus hazañas, roba una joya mágica que otorga deseos. Decide utilizarla para ayudar a los pobres, pero la joya es codiciada por un espíritu maligno que busca corromper su noble causa.
2. Durante el carnaval de Oruro, Chiru Chiru se encuentra con una misteriosa mujer enmascarada que resulta ser la Virgen del Socavón encarnada. Ella le otorga una bendición que le permite multiplicar su fuerza y sigilo, aumentando así su habilidad para ayudar a los necesitados."
bo_07,Chiru Chiru,Bolivia,Confianza,"1. Chiru Chiru, después de la muerte, se convierte en un espíritu guardián de la ciudad de Oruro. Desde el más allá, continúa protegiendo a los pobres y castigando a los corruptos y avariciosos.

2. En su lecho de muerte, Chiru Chiru le confiesa a un joven huérfano su secreto: una cueva oculta llena de tesoros robados a lo largo de los años. El joven debe decidir si usar el tesoro para continuar el legado de Chiru Chiru o para su propio beneficio."
bo_08,La Cueva del Diablo de Potosí,Bolivia,Riqueza,"1. Un aventurero se adentra en la Cueva del Diablo en busca de un tesoro perdido, pero se encuentra con una presencia demoníaca que protege el lugar.
2. Una joven de Potosí se pierde en la cueva y descubre un portal a otro reino, donde es capturada por criaturas sobrenaturales."
bo_08,La Cueva del Diablo de Potosí,Bolivia,Represión,"1. Un explorador se adentra en la Cueva del Diablo en busca de un tesoro perdido. Encuentra un portal a otra dimensión, custodiado por un demonio.

2. Un joven potosino, desafía la superstición local y entra en la Cueva del Diablo. Encuentra una antigua civilización subterránea y un secreto oscuro."
bo_09,El Guajojó,Bolivia,Opresión,"1. El Guajojó, en su forma humana, es maldecido por el cacique, transformando su canto en un lamento eterno. En su desesperación, el joven busca al espíritu de un antiguo chamán, quien le otorga un poderoso hechizo para revertir la maldición.

2. La hija del cacique, incapaz de aceptar la pérdida de su amado, realiza un ritual prohibido para traer de vuelta su alma al mundo de los vivos. Sin embargo, el espíritu de su amado se fusiona con el de un ave nocturna, creando al Guajojó."
bo_09,El Guajojó,Bolivia,Misericordia,"1. El Guajojó, en su forma humana, es maldito por el espíritu de su amado, transformándolo en el ave nocturna. Solo el amor verdadero de otra persona puede romper la maldición y devolverle su forma humana.

2. El Guajojó es un guardián de las almas perdidas en la selva. Ayuda a los espíritus de aquellos que murieron trágicamente a encontrar la paz y guiarlos hacia su descanso final."
bo_10,El Duende,Bolivia,Inspiración,"1. El duende boliviano se encuentra con un viajero perdido en el bosque. El duende, sintiendo curiosidad, decide guiarlo de regreso a la civilización, pero a cambio le pide una promesa: que comparta la historia de su encuentro para que nunca se olvide la existencia de estas criaturas míticas.
2. Un niño curioso se adentra en el bosque y es capturado por el duende, quien le enseña sobre la importancia de respetar la naturaleza y las criaturas míticas. El niño promete compartir su conocimiento con su pueblo y así mantener vivo el legado del duende."
bo_10,El Duende,Bolivia,Abuso de poder,"1. El Duende, cansado de la opresión de un cacique local, decide usar su magia para engañar y confundir al poderoso, haciendo que el pueblo lo vea como un abusador y así liberar a la gente del yugo del tirano.

2. El Duende, protector de los niños, descubre una red de tráfico infantil en la zona. Utiliza sus poderes para rescatar a los pequeños y llevarlos de vuelta a sus familias, vengándose de los perpetradores con sus travesuras."
bo_11,El Carretón de la Otra Vida,Bolivia,Misericordia,"1. Un joven, al oír las campanas del Carretón, decide seguirlo y descubre un mundo sobrenatural donde ayuda a las almas en pena a encontrar la paz y regresar a su mundo. 

2. El Carretón de la Otra Vida aparece en una noche tormentosa para recoger a una anciana que ha visto su final. Un misterioso pasajero le ofrece consuelo en su último viaje."
bo_11,El Carretón de la Otra Vida,Bolivia,Aislamiento,"1. Un joven escucha el carretón y se enfrenta a su destino. Al subir a bordo, descubre que puede elegir a quién llevar, y así, se convierte en un guardián de la muerte, decidiendo el destino de los moribundos.
2. La carroza aparece en un pueblo, pero esta vez, en lugar de almas en pena, está conducida por un misterioso personaje que ofrece a los vivos una última oportunidad de redención."
bo_12,La Viudita,Bolivia,Coraje,"1. La Viudita, en su eterna búsqueda de venganza, encuentra consuelo en un misterioso curandero. Él le ofrece una poción hecha de hierbas sagradas, dándole el poder de controlar su apariencia y atraer a sus víctimas con su belleza eterna. 

2. La Viudita, en un giro inesperado, descubre que puede comunicarse con los espíritus de otras mujeres traicionadas. Juntas, forman un poderoso coven, usando su dolor colectivo para protegerse y vengarse de aquellos que las lastimaron."
bo_12,La Viudita,Bolivia,Necesidad,"1. La Viudita, en su deambular nocturno, encuentra a un hombre que le recuerda a su amor perdido. Cautivada, intenta seducirlo, pero él, siendo un chamán, descubre su verdadera identidad y, en un giro inesperado, le ofrece consuelo y la ayuda a encontrar paz.

2. La Viudita, en su búsqueda de compañía, se topa con un viajero solitario que resulta ser un curandero. Al ver su tristeza, él le ofrece una poción hecha de hierbas sagradas que le otorga la oportunidad de encontrar el amor verdadero una vez más, pero"
bo_13,El Toborochi,Bolivia,Bien contra mal,"1. Un joven encuentra un antiguo amuleto en el tronco de un Toborochi. Este talismán le otorga la habilidad de ver el futuro, pero también atrae la atención de espíritus oscuros.

2. La princesa, transformada en árbol, es la guardiana de un antiguo secreto: una fuente oculta de agua sagrada. Un guerrero valiente debe encontrarla para salvar a su pueblo de la sequía."
bo_13,El Toborochi,Bolivia,Tragedia,"1. Un joven guerrero, al regresar de una batalla, encuentra su pueblo destruido y a su amada transformada en un Toborochi. En su desesperación, jura vengarse de los dioses.

2. Una joven princesa guaraní, mientras huye de un pretendiente no deseado, encuentra refugio en un místico árbol Toborochi, donde descubre un mundo mágico y se convierte en una poderosa sacerdotisa."
br_01,Saci-Pererê,Brasil,Propaganda,"1. Saci-Pererê, el trickster, se enfrenta a un poderoso curandero que descubre su punto débil: su gorra mágica. El curandero busca controlar su poder, pero Saci siempre escapa, causando caos en el proceso. 

2. Saci-Pererê, cansado de ser visto como una simple criatura traviesa, decide usar su poder para ayudar a los oprimidos. Usa su habilidad para aparecer y desaparecer para rescatar a los esclavos de las plantaciones, convirtiéndose en un héroe para ellos."
br_01,Saci-Pererê,Brasil,Cambio climático,"1. El Saci-Pererê, preocupado por el cambio climático, decide usar sus poderes para proteger la selva amazónica. Con su gorra mágica, viaja por todo el país, educando a las personas sobre la importancia de la conservación.

2. El travieso Saci-Pererê se entera de que una corporación está talando ilegalmente la selva amazónica. Usa sus poderes para jugarle bromas a los madereros, asustándolos y haciéndoles creer en lo sobrenatural, hasta que detienen su destrucción."
br_02,Iara,Brasil,Normalidad,"1. Iara, la sirena, se enamora de un humano y, en un intento por estar con él, busca la ayuda de una bruja local para convertirse en humana. Pero hay un giro inesperado cuando la bruja resulta ser una antigua enemiga.
2. Iara descubre que su canto puede curar a los enfermos y heridos, pero también atrae la atención no deseada de un poderoso hechicero que busca explotar su don para sus propios fines nefastos."
br_02,Iara,Brasil,Culpa,"1. Iara, culpable de la desaparición de muchos hombres, busca redimirse salvando a un niño que cae al río.
2. Iara, incapaz de resistir la tentación de seducir a un hombre, se enamora de verdad. Pero él, al descubrir su secreto, la rechaza."
br_03,Curupira,Brasil,Autodisciplina,"1. Un Curupira encuentra una aldea donde los cazadores han perdido el respeto por la naturaleza. Usa sus poderes para enseñarles una lección, confundiéndolos en el bosque y haciéndoles enfrentar sus miedos.

2. El Curupira forma equipo con una joven que puede hablar con los animales. Juntos, se embarcan en una misión para detener a un poderoso cazador que busca capturar criaturas míticas para su beneficio personal."
br_03,Curupira,Brasil,Naturaleza humana,"1. Un Curupira, guardián de la selva, se enfrenta a un poderoso cazador extranjero que busca capturar animales exóticos para su colección personal. El Curupira usa sus habilidades para proteger a las criaturas y confundir al cazador, llevándolo a una trampa natural.

2. Un joven Curupira descubre su verdadera naturaleza y poderes al salvar a un grupo de niños perdidos en la selva. Al usar sus pies al revés para guiarlos a salvo, se gana el respeto y la admiración de la comunidad local, convirtiéndose en su héroe y protector."
br_04,Boitatá,Brasil,Carácter,"1. Dos niños perdidos en el bosque se encuentran con Boitatá, quien les enseña los secretos de las plantas medicinales y les ayuda a encontrar el camino a casa.
2. Boitatá, enfurecido por los incendios provocados por los humanos, decide tomar una forma humana y vengarse de aquellos que destruyen su hogar."
br_04,Boitatá,Brasil,Derechos LGBT,"1. Boitatá, la serpiente de fuego, protege a una pareja LGBT que escapa de la persecución en la ciudad y busca refugio en la selva. Castiga a quienes los persiguen, revelando su poder a aquellos que buscan seguridad en la naturaleza.
2. La comunidad LGBT local celebra un ritual en honor a Boitatá, pidiendo su protección contra la discriminación y la opresión. La serpiente de fuego, conmovida por su valentía, aparece y les otorga un amuleto mágico para defenderse."
br_05,Boto Cor-de-Rosa,Brasil,Prejuicio,"1. El Boto se enamora de una mujer humana y, a través de su forma humana, intenta convencerla de que escape con él al río, donde vivirán juntos para siempre en un mundo submarino mágico.

2. El Boto es testigo de un crimen durante una de sus transformaciones humanas. Utiliza su influencia sobre las mujeres locales para resolver el misterio y llevar al culpable ante la justicia."
br_05,Boto Cor-de-Rosa,Brasil,Autosuficiencia,"1. El Boto, al transformarse en humano, se enamora de verdad de una mujer y desea abandonarlo todo para estar con ella. Sin embargo, al ser descubierto, debe elegir entre su vida acuática o su amor.
2. El delfín, en su forma humana, se dedica a proteger a las mujeres de los peligros del río, guiándolas a salvo a través de las aguas traicioneras. Algunas lo consideran un héroe, mientras que otras lo ven como una criatura mística."
br_06,Cuca,Brasil,Envejecimiento,"1. Cuca, la guardiana de las almas perdidas: En las profundidades de la selva amazónica, Cuca, una bruja con forma de caimán, protege a los niños perdidos, guiándolos de regreso a casa con sus ojos brillantes como faros en la noche.

2. La maldición de la belleza eterna: En un pueblo remoto de Brasil, Cuca, una hermosa joven, es maldecida por una bruja celosa. Su belleza nunca se marchita, pero a cambio, roba la juventud de aquellos que se aventuran en la selva, dejándolos envejecidos y arrug"
br_06,Cuca,Brasil,Adulterio,"1. Cuca, una bruja brasileña con forma de caimán, se enamora de un humano y, a través de la magia, cambia su apariencia para seducirlo. Pero su amor es descubierto y condenado por la comunidad.
2. Cuca, en su forma de caimán, rapta a los niños que se portan mal y los lleva a su guarida en la selva. Allí, les enseña lecciones de vida antes de devolverlos a sus familias cambiados para siempre."
br_07,Mapinguari,Brasil,Subjetividad,"1. Mapinguari, la criatura legendaria, es capturado y exhibido en un espectáculo de fenómenos en Europa.
2. Un valiente guerrero enfrenta a Mapinguari para salvar a su pueblo de su furia destructiva."
br_07,Mapinguari,Brasil,Envejecimiento,"1. El Mapinguari, en su búsqueda de una fuente mítica de la juventud en la selva, descubre un manantial escondido que le otorga una apariencia juvenil, pero a un costo terrible.
2. La criatura, harta de ser temida, forja una alianza con una tribu local, protegiéndolos de invasores a cambio de reverencia y respeto."
br_08,Caipora,Brasil,Realismo,"1. La Caipora, protectora de la selva, descubre un misterioso poder en una antigua reliquia indígena. Debe decidir si usar su nuevo poder para proteger la selva o para su propio beneficio.

2. La Caipora, en su misión de proteger la fauna, se enfrenta a un poderoso cazador extranjero que busca capturar animales exóticos para su colección personal. La Caipora debe usar todos sus trucos para detenerlo."
br_08,Caipora,Brasil,Imposibilidad,"1. La Caipora, furiosa por la destrucción de su hábitat, invoca una maldición que transforma a los cazadores en árboles.

2. La Caipora, en un acto de compasión, ayuda a un joven a encontrar una cura para su enfermedad, guiándolo a través de la selva y mostrándole plantas medicinales ocultas."
br_09,Anhangá,Brasil,Comunicación,"1. Anhangá, el ciervo blanco, es el guardián de un antiguo secreto: un ritual que garantiza la comunicación entre el mundo de los vivos y el de los muertos. Los cazadores buscan su sabiduría para contactar a sus ancestros.
2. La aparición de Anhangá es un presagio de una inminente catástrofe natural. Los espíritus de la naturaleza le han confiado la misión de advertir a la humanidad, pero debe encontrar a un chamán que pueda interpretar su mensaje."
br_09,Anhangá,Brasil,Orgullo,"1. Anhangá, el espíritu protector, se enfrenta a un poderoso cazador que no respeta las leyes de la naturaleza. Al manifestarse ante él, el cazador se burla y desafía al espíritu, lo que lleva a una terrible maldición que cambia su vida para siempre.

2. El ciervo blanco con ojos rojos guía a un joven perdido en la selva hacia la seguridad. Al llegar a su destino, el joven descubre que Anhangá ha estado protegiéndolo de las fuerzas oscuras que acechan en la jungla."
br_10,Mula sem cabeça,Brasil,Tolerancia,"1. La Mula sem cabeça, en su desesperación, busca la ayuda de un poderoso curandero que afirma poder liberarla de su maldición. Pero, ¿a qué costo?
2. La aparición de la Mula sem cabeça es presagiada por una serie de extraños sueños que tienen los habitantes del pueblo. Un chamán debe descifrar el significado antes de que sea demasiado tarde."
br_10,Mula sem cabeça,Brasil,Injusticia,"1. La Mula sem cabeça, en su forma humana, es testigo de una injusticia: un sacerdote que abusa de su poder para explotar a los campesinos. En un acto de rebeldía, ella usa su habilidad de lanzar fuego para exponerlo, revelando su verdadera naturaleza.

2. En su forma de mula sin cabeza, galopa por la noche en busca de justicia. Al encontrar a un campesino inocente a punto de ser castigado por un crimen que no cometió, ella interviene, utilizando su fuego para revelar la verdad y salvar al inocente."
br_11,Negrinho do Pastoreio,Brasil,Libertad,"1. Negrinho do Pastoreio, en su espíritu libre, vaga por las vastas tierras de Brasil, ayudando a los viajeros perdidos a encontrar su camino a casa.

2. La Virgen María le otorga a Negrinho do Pastoreio el don de la curación. Su toque sanador trae consuelo a los enfermos y necesitados en todo Brasil."
